subject,body,label
chapter 3,"vince and grant ,
?
can you please send us your excel spreadsheets that were used for generated
the graphs ? ? we will need to edit them so that they will look like the
graphs in the rest of the book .
?
vince , when you send us your half , will you please provide us with the
references and footnotes ?
?
grant , thanks for your half .
?
look forward to hearing from you soon ,
thanks ,
julie",0
fw : candle lighting,"- - - - - original message - - - - -
from : grigsby , mike
sent : thursday , september 13 , 2001 12 : 42 pm
to : allen , phillip k . ; bass , eric ; bike , anne ; ermis , frank ; gay ,
randall l . ; heu , mog ; holst , keith ; huang , jason ; kuykendall , tori ;
lenhart , matthew ; lisk , daniel ; reitmeyer , jay ; sanchez , monique ; scott ,
susan m . ; smith , matt ; south , steven p . ; sullivan , patti ; tholt , jane
m . ; tycholiz , barry ; wolfe , jason
subject : fw : candle lighting
- - - - - original message - - - - -
from : lee , lori ( nbc ) [ mailto : lori . lee @ nbc . com ]
sent : thursday , september 13 , 2001 11 : 17 am
to : ' jaknyte @ hotmail . com ' ; ' dmattei @ gt . com ' ; ' vincentv @ att . net ' ;
' mrobson @ akingump . com ' ; ' rosiepeds @ yahoo . com ' ; ' kellerman @ nyc . rr . com ' ;
mccool , jim ( nbc ) ; ' adam @ 7030 . tv '
subject : fw : candle lighting
- - - - - original message - - - - -
from : mooneyj @ fairchildpub . com
to : ameans @ audubon . org ; ngoldstein @ hfmmag . com ; crockwood @ fodors . com ;
cknantucket @ yahoo . com ; cwolf @ andoverbank . com ; curt @ ny . lollynet . com ;
cyril . means @ dfg . com ; david _ mullins @ standardandpoors . com ;
dwilliams @ lakpr . com ; elisa . anniss @ virgin . net ; jeffgautier @ jeffgautier . com ;
jeffrey @ familyadventures . com ; jkramer @ poloralphlauren . com ;
jennifer _ best @ striderite . com ; furley @ earthlink . net ;
jmooney @ psychmanagement . com ; lsadinsky @ cyberzone . com ; roseden @ mediaone . net ;
mark @ knac . com ; obidow @ aol . com ; tmooney @ tiac . net ; uzzle @ thirteen . org ;
ruechel @ bellatlantic . net ; lori . lee @ nbc . com ; thebeag @ netzero . net ;
rreeder 2 @ aol . com ; modaparadigm @ msn . com ; jmcusimano @ nyc . rr . com ;
baughenbaugh @ hotmail . com ; sdsherwin @ aol . com
sent : 9 / 13 / 01 11 : 58 am
subject : fw : candle lighting
> please read this . . . .
> friday night at 7 : 00 p . m . step out your door , stop your car , or step
out
> of your establishment and light a candle . we will show the world
that
> americans are strong and united together against terrorism . please
pass
> this to everyone on your e - mail list . we need to reach everyone
across
> the united states quickly . the message : we stand united - we will
not
> tolerate terrorism !
>
> thank you .
> we need press to cover this - we need the world to see .
>
> this footnote also confirms that this email message has been swept by
> antigen for the presence of computer viruses .
alexis t . aguayo
sales assistant
nbc network sales
( 212 ) 664 - 4787
because e - mail can be altered electronically ,
the integrity of this communication cannot be guaranteed .
because e - mail can be altered electronically ,
the integrity of this communication cannot be guaranteed .",0
request submitted : access request for anita . dupont @ enron . com,"you have received this email because you are listed as an alternate data
approver . please click
approval to review and act upon this request .
request id : 000000000012736
approver : stinson . gibner @ enron . com
request create date : 1 / 8 / 01 4 : 28 : 42 pm
requested for : anita . dupont @ enron . com
resource name : \\ \\ enehou \\ houston \\ common \\ research - [ read / write ]
resource type : directory",0
houston visit with vince kaminski,"good afternoon :
vince kaminski is available on wednesday , april 19 th from 8 : 00 - 11 : 00 am
and 1 : 00 - 4 : 00 pm . please let me know what time is more convenient for you .
shirley crenshaw
administrative coordinator
713 - 853 - 5290
- - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 03 / 31 / 2000
11 : 50 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" faiz , soussan "" on 03 / 30 / 2000 02 : 31 : 18 pm
to : "" ' vkamins @ enron . com ' ""
cc :
subject : houston visit
dear vince ,
greetings from ny & hope all is well . as you may recall from the rog real
options conference in ny , i ' d indicated the opportunity to visit with you
next time i ' m in houston . i ' ll be there during 4 / 18 - 4 / 21 & wonder if we can
pls meet on wed . 4 / 19 in your offices . would appreciate it if you can pls
let me know whether you ' re available then ( i ' m flexible on the schedule
particulars ) . if not , pls let me know whether 4 / 18 ( afternoon ) , 4 / 20
( afternoon ) , or 4 / 21 ( morning ) will work for you .
i really look forward to the opportunity & would appreciate to learn more
about how you ' ve instigated the real options thinking in enron and
especially its integration within the organizational & incentive matters .
many thanks ,
soussan faiz
mgr . of global valuation services
texaco inc .
( 914 ) 253 - 4187",0
schedule crawler : hourahead failure,"start date : 1 / 19 / 02 ; hourahead hour : 15 ; hourahead schedule download failed . manual intervention required .
log messages :
parsing file - - > > o : \\ portland \\ westdesk \\ california scheduling \\ iso final schedules \\ 2002011915 . txt
error : dbcaps 97 data : cannot perform this operation on a closed database
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
error : dbcaps 97 data : cannot perform this operation on a closed database
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
error : dbcaps 97 data : cannot perform this operation on a closed database
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
error : dbcaps 97 data : cannot perform this operation on a closed database
error : dbcaps 97 data : cannot perform this operation on a closed database
error : dbcaps 97 data : cannot perform this operation on a closed database
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
! ! ! unknown database .
alias : dbcaps 97 data
error : dbcaps 97 data : cannot perform this operation on a closed database",0
through it all , the public utility commission and the power companies and their allies have insisted the pilot program was serving its purpose of highlighting potential problems .,
re : tenaska,"i see the demand fee changes and the williams price change . that all looks
great , but i still have a problem with the apache prices . for 10 / 00 and
11 / 00 , we have a price of 2 . 285 for deal 384247 . apache billed 2 . 175 for
both months . are we going to change the apache prices ?
megan",0
eol confirmation - transwestern pipeline company,"this message is to confirm your eol transaction with transwestern pipeline company .
you have successfully acquired the package ( s ) listed below . if you have questions or
concerns regarding the transaction ( s ) , please call michelle lokay at ( 713 ) 345 - 7932
prior to placing your nominations for these volumes .
product no . : 39096
time stamp : 3 / 26 / 01 10 : 45 : 00 am
product name : us plcaptw frm cenpool - oasisblockl 6
shipper name : e pime , inc .
volume : 10 , 000 dth / d
rate : $ 0 . 0500 / dth 1 - part rate ( combined res + com ) 100 % load factor
+ applicable fuel and unaccounted for
tw k # : 27548
effective date : 3 / 27 / 01 only
points : rp - ( poi # 58649 ) central pool 10 , 000 dth / d
dp - ( poi # 8516 ) oasis block 16 10 , 000 dth / d
alternate point ( s ) : none
note : in order to place a nomination with this agreement , you must log
off the tw system and then log back on . this action will update
the agreement ' s information on your pc and allow you to place
nominations under the agreement number shown above .
contact info : michelle lokay
phone ( 713 ) 345 - 7932
fax ( 713 ) 646 - 8000
email michelle . lokay @ enron . com",0
cera conf call on the potential impact of a recession on us gas &,"power markets
note : i am registering us to listen to this call . anyone that is interested
can meet at 3 : 00 p . m . on tuesday , february 6 , in room 697 in omaha and
whatever room you have available in houston . this could be an interesting
call . i know cera has been very involved in many of the governmental
discussions on this topic . feel free to listen in from wherever - - just
identify yourself as enron .
lorna
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
title : north american electric power & north american natural gas conference
call and web presentation  * the potential impact of a recession on us gas &
power markets
url : http : / / www 20 . cera . com / eprofile ? u = 35 & m = 2221
topic : the potential impact of a recession on u . s . gas
netscape navigator 3 . 02 or higher ; or sun hot java  v
close all desktop applications and disable your screen saver
technical assistance :
us callers : if you are experiencing difficulties during the call , you may
signal for technical assistance by pressing * 0 ( star , zero ) on your telephone
keypad after you have connected to the audio portion of the
conference . international callers : please re - dial and ask the operator for
assistance before giving the confirmation code .
for more information , please contact kari paakaula via e - mail at
kpaakaula @ cera . com or via telephone at + 1 617 441 1362 .
a recording of this call ( audio only ) will be available until march 6 , 2001 .
to
access this recording , please call + 1 888 203 1112 ( within the us ) or + 1 719
457 0820 ( outside the us ) . please use confirmation number 647083 to access the
call .
* * end * *
come shoot the rapids with us at ceraweek 2001 , "" shooting the rapids :
strategies and risks for the energy future "" in houston , february 12 - 16 , 2001 !
for more information and to register , please visit
http : / / www 20 . cera . com / ceraweek /
e - mail category : conference call
cera knowledge area ( s ) : north american gas , north american power ,
to make changes to your cera . com account go to :
forgot your username and password ? go to :
http : / / www 20 . cera . com / client / forgot
this electronic message and attachments , if any , contain information
from cambridge energy research associates , inc . ( cera ) which is
confidential and may be privileged . unauthorized disclosure , copying ,
distribution or use of the contents of this message or any attachments ,
in whole or in part , is strictly prohibited .
terms of use : http : / / www 20 . cera . com / tos
questions / comments : webmaster @ cera . com
copyright 2000 . cambridge energy research associates",0
resume - gloria davis,"? candidate through a recruiter - 20 % fee .
please review the resume of gloria davis . ? gloria has great experience and
would be an immediate asset to your company . ? over the course of her career
she has obtained experience with : pipeline reconciliations / analysis ,
revenue accounting , invoicing and transportation . her career highlights are :
ba - accounting - gpa 3 . 7
pipeline accounting experience
revenue accounting experience
has interfaced with all aspects of organizations - trader , customers ,
financial reporting , schedulers
strong pc skills
effective communicator
- davis _ gloria _ 06142000 _ original . doc",0
entouch newsletter,"business highlights
enron freight markets
enron freight markets ( efm ) launched its over - the - road trucking business this
week . in addition , efm completed 199 intermodal transactions in the first
week of april .
ena west power
ena west power recently closed the sale of two power projects . the 750 mw
pastoria energy facility in kern county , california was sold to calpine and
the 240 mw fountain valley power project in colorado was sold to black hills
energy capital . given the power shortage in the west , ena is developing
additional power generation in nevada , california and washington .
enron industrial markets
the newsprint group of eim is working to revolutionize the newsprint market
and bring financial rigor and market efficiencies to a business that has
remained relatively unchanged for more than a century . the global newsprint
market is a 23 billion dollar a year business with the north american market
comprising one third . the group ' s originators , mid - marketers , and financial
and physical traders offer our customers numerous financial and physical
products not previously available in the market .
eim has made a substantial commitment to this business with the purchase of
garden state paper company last year and the recent purchase of daishowa
paper in quebec city . the number of transactions has grown exponentially with
the physical trading alone reaching a nominal trading volume of more than
$ 10 , 000 , 000 per month in little more than four months since opening . in
addition to physical spot transactions , the desk offers our counterparties
log - term fixed priced transactions , indexed based pricing , forward contracts ,
swaps , and derivative products .
forest products
forestweb inc . , an internet - based generator , aggregator and integrator of
knowledge and information for the forest products industry , announced a new
window to industry financial and risk management tools available from
clickpaper . com . clickpaper allows the industry direct access to transactable
prices for both physical and financial products , in an electronic format .
paperloop . com , one of the leading online resources for the forest products
industry , announced the addition of clickpaper . com in their emarketplace ,
which showcases various e - commerce companies and highlights their services .
paperloop provides clickpaper . com exposure to its 250 , 000 + monthly users in
the pulp , paper and converting industries .
in the news
ken lay was the cover story for the april 2001 issue of continental magazine .
he had positive things to say about his employees .
 & sitting in his 50 th floor mahogany - paneled office overlooking his
much - beloved downtown houston , lay , with a self - conscious smile , bows his
head slightly as he  , s described as an innovative market maker .  + i really can  ,
t take any credit , he says . my employees are responsible for what enron
does .  , what he does best , the missouri - born corporate icon says , is  + to
create an atmosphere of empowerment and creativity and hire bright ,
innovative people who aren  , t afraid to take risks and try new things .  8
welcome
new hires
eim - craig rickard , lisa mcclendon
ena - ben brasseaux , stephen swisher , tamera joyner , vanessa griffin ,
kathleen ashton
weekly enrononline statistics
below are the latest figures for enrononline as of april 6 , 2001 .
* total life to date transactions > 845 , 000
* life to date notional value of transactions > $ 500 billion
nuggets & notes
mark your lunch calendars now ! the next ews brown bag is thursday , april 19
at 11 : 30 am . tim battaglia vp / eim will be discussing steel origination .
congratulations to peter del vecchio , eim senior counsel , and his wife , nair .
they are the proud parents of dante valentin del vecchio , born april 3 ,
weighing 4 pounds , 8 ounces .
news from the global flash
enron poland obtains gas trading license
on 22 nd march 2001 enron poland received a 10 - year gas trading license , valid
for both domestic gas trading within poland as well as for gas exports . the
license is a key component to our entering the gas trading market in poland
and , coupled with the power trading license we obtained in 1999 , will give
enron poland a strong position in the developing wholesale energy market . in
the next two to three weeks , we expect to receive a cross - border trading
license covering gas imports that are further regulated under the polish
energy law ordinance on gas import diversification .
enron wind announces first uk off - shore wind farm
on 5 th april 2001 , enron wind announced that it had been granted the right to
initiate the planning process for its first uk offshore wind farm , located at
gunfleet sands , 7 km from clacton - upon - sea in essex . construction is expected
to start towards the end of 2002 , with the wind farm of 30 turbines being
operational by q 4 2003 . enron wind is also actively involved in a number of
on - shore projects in the uk , including the development of wind farms in wales
and northern ireland .
legal stuff
the information contained in this newsletter is confidential and proprietary
to enron corp . and its subsidiaries . it is intended for internal use only
and should not be disclosed .",0
power plant model,"ken of rdi and i have gone through his model together and i have a clear idea
of how it ' s going step by step . i believe we can almost start recoding now .
i need a c programmer who ' s familiar with access data base .
i . e . , he ( or she ) knows how to extract data from an access data table ( of
certain format ) and output the results into an access data table of certain
format . once the programmer is assigned , i will go through the model
with him and incorporate his ideas and ken ' s , then we can start coding .
alex",0
re : pserc industrial advisory board meeting invitation,"mr . kaminski ,
thank you for responding . i ' m sorry you won ' t be able to attend , but very
much appreciate your willingness to reconsider your decision about
participating in pserc . we will certainly keep you informed about on - going
and new pserc activities that may be of interest to enron .
best regards ,
dennis ray
- - - - - original message - - - - -
from : vince . j . kaminski @ enron . com [ mailto : vince . j . kaminski @ enron . com ]
sent : monday , april 16 , 2001 2 : 02 pm
to : djray @ engr . wisc . edu
cc : vince . j . kaminski @ enron . com
subject : re : pserc industrial advisory board meeting invitation
dear mr . ray ,
i regret to inform you that due to very heavy workload we cannot attend
the power systems engineering research center ' s
upcoming industrial advisory board meeting in oak brook .
our work load does not leave us much time to get involved
with pserc at this moment . we would very much like to stay
in touch and plan to reconsider our decision in the second half of this
year .
vince kaminski
"" dennis ray "" on 03 / 27 / 2001 04 : 46 : 44 pm
to : "" vince kaminski ""
cc :
subject : pserc industrial advisory board meeting invitation
mr . kaminski ,
greetings . bob thomas , shmuel oren and i invite you to attend the power
systems engineering research center ' s upcoming industrial advisory board
meeting in oak brook , il . it will be held on may 31 - june 1 .
as you know from lance and alex , this is an opportunity to meet university
researchers and industrial members of pserc . the meeting also has
presentations on pserc activities and research projects , pserc business
discussions , current topic discussions , and a tutorial . our current topics
discussion will be on iso / rto issues , and will involve executives from
several isos in dialog with university researchers .
please let me know if you have any questions . we hope to see you there so
that we can talk about any questions you might have about pserc .
dennis ray , ph . d .
executive director
power systems engineering research center
608 - 265 - 3808
( see attached file : directions . doc )
( see attached file : iab _ meeting _ may 2001 . doc )
( see attached file : iab _ registration _ form . doc )
( see attached file : pserc members . doc )",0
friday night dinner itinerary,"dinner team itinerary
date : friday , december 1 , 2000
restaurant : la columbe d ' or
3410 montrose
713 - 524 - 7999
cocktails : 7 : 30 pm
dinner : 8 : 30 pm  ) 10 : 30 pm
table no . 7
executive host : vince kaminski
associate / analyst co - host : joana ryan
dinner details :
all super saturday candidates will be arriving at the restaurant by shuttle .
a member of the associate and analyst program staff will greet them . this
staff member will also be there to assist you .
there will be a short cocktail reception prior to dinner . during the
reception , you will have the opportunity to meet many of the candidates . a
table has been reserved in the executive host  , s name . students will not have
seating assignments this year . the hosts should feel free to invite up to
four students to sit at their table if desired .
dress for the evening is business attire . hosts are no longer responsible
for the bill .
if you would like to provide feedback on any candidate , an evaluation form is
attached or you may discuss your input with the associate and analyst staff
member after dinner . the evaluation form must be faxed to 713 - 646 - 5935 ,
prior to 12 : 00 p . m . on saturday to be included in the decision meeting .",0
re : john martin - baylor,"cindy ,
i am in wharton on december 6 . other days prior to dec 6 are ok .
vince
from : mark palmer @ enron on 10 / 25 / 2000 10 : 33 am
sent by : cindy derecskey @ enron
to : vince j kaminski / hou / ect @ ect
cc : christie patrick / hou / ect @ ect
subject : john martin - baylor
good morning vince ,
christie has suggested that i be the liaison for john martin and your
research project ' enron - case study of a company reinventing itself ' .
in john ' s lastest email , he suggested that the first week of december works
with his schedule - up to december 6 th - or the following couple of weeks
after dec . 8 th . do these dates work for you as well ? if so , i will proceed
in booking one hour sessions with the following enron management :
ken lay
jeff skilling
andy fastow
if these dates do not work for you let me know when you are available and i
will try to coordinate with john , jeff , ken and andy . also , i will send an
introductory email to john .
i ' m looking forward to hearing from you ,
cindy derecskey
3 - 5670",0
bellow said , who estimated vacancy rates could climb to 10 percent,
alexis de tocqueville breakfast and solicitation,"as we prepare for the kick - off of enron ' s 2001 united way campaign , building houston ' s future , we are asking our top - level executives to set the standard of giving during the leadership giving campaign that will run from july 23 through august 3 .
the decision to focus this year ' s campaign on building houston ' s future came directly from our employees , who rallied to help houston recover from the flood damage caused by tropical storm allison . enron employees have expressed a strong desire to continue assisting those in need until our city fully recovers , so our adopted agencies were selected with flood relief in mind . each business unit is also adopting united way scholars students , who will participate in the days of caring . united way scholars builds houston ' s future business leaders by targeting talented students who may be overlooked by other scholarship programs .
last year , your generosity took enron to new heights . we raised $ 2 . 8 million , which was 21 percent higher than our original goal . in order for enron to achieve even greater success this year , we invite you to join us in becoming a member of the prestigious alexis de tocqueville society by making a pledge of $ 10 , 000 or more to united way .
you are invited to join us at an alexis de tocqueville breakfast on tuesday , july 31 from 7 : 30 a . m . - 9 a . m . to learn more about the society and hear about enron ' s 2001 united way campaign plans .
the breakfast will be held at the center for the retarded at 3550 west dallas . center for the retarded is one of enron ' s four adopted agencies for the 2001 campaign . transportation from the enron building to the center will be provided ; however , if you prefer to drive yourself , we will send out directions a few days prior to the breakfast . please rsvp to zulie flores at ext . 3 - 3908 or zulie . flores @ enron . com by thursday july 26 .
leadership giving solicitation officially begins on monday , july 23 , so look for an e - mail on monday morning with more information about the overall campaign and how to make your pledge on - line . if you have any questions about the alexis de toqueville society , or about this year ' s campaign , please contact kathy mayfield , enron ' s united way campaign coordinator , at 713 - 853 - 3264 or kathy . mayfield @ enron . com .
at 49 society members last year , enron had the highest number of members in the city , and ranked nationally in the top 25 companies for total membership . we want to thank you for your generosity as this truly indicates how giving each of you are .
your support is needed more than ever and is the key to surpassing our campaign goals for 2001 . we look forward to seeing you at breakfast on the 31 st .",0
re : contract approvals,"how did your meeting go ?
- - - - - original message - - - - -
from : kitchen , louise
sent : wednesday , june 27 , 2001 5 : 50 pm
to : fitzpatrick , amy
cc : oxley , david ; calger , christopher f .
subject : contract approvals
i gave all the signed contract approvals to kim melodick as david is out . i have signed them all but david hasn ' t . i have kept all the original numbers as submitted by chris and expect david to sign on this basis ( ie original chris numbers not david ' s changes ) .
please sort out drafting for chris .
thanks
louise
( ps i even signed mike ' s ! )",0
bill -,"here is the info that you requested .
geir $ 49 , 000 - no change
ryan $ 52 , 500
mark $ 50 , 000
bert $ 46 , 000
leaf $ 50 , 000
no other changes !
a",0
"john martin , energy finance article","vince ,
f . y . i . i have not talked to john martin about it yet . i don ' t know if you
have any interest .
stinson
- - - - - - - - - - - - - - - - - - - - - - forwarded by stinson gibner / hou / ect on 07 / 24 / 2000
10 : 03 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
john martin on 07 / 21 / 2000 07 : 36 : 31 pm
to : stinson gibner
cc :
subject : re : your call
my number is 254 - 710 - 4473 ( office ) and 254 - 757 - 0852 ( home ) . the editor of
the journal of applied corporate finance is doing a special issue on energy
finance for the fall and i want to see if you and vince would like to put
something together describing enron ' s basic business model . i would love
to join you if you would like and i can actually draft the paper with your
help . i ' ll get in touch with you on monday . have a great weekend .
john
p . s . mitch taylor was in class today and did his usual great job . i sure
enjoy using enron as my "" premier company example "" .
at 04 : 48 pm 7 / 20 / 00 - 0500 , you wrote :
>
>
> john ,
>
> i misplaced your phone number . please let me have it , and i promise to give
> you a call . i ' d love to hear what you have in mind .
>
>
> best regards ,
>
> stinson
>",0
salary increase for logistics scheduler,"hector , this is to verify our conversation regarding the increase in annual
base salary for jesse villarreal from $ 50 , 160 to $ 56 , 000 .
if possible please process the increase to be effective october 1 .
jesse is a specialist in cost center 105603 on the logistics east scheduling
team reporting to manager ed terry .
both sally and bob have agreed to this change .
let me know if you need any additional info . , thanks - bob superty",0
the u . k . last week .,,
global ops task force week ending 9 / 29,this memo has been updated with the 29 th ' s data .,0
fw : calpine daily gas nomination,"julie , texas city had an unscheduled occurrence this morning tripping one
unit . the estimated time for repairing the unit will be friday the 13 th . i
will update you and hpl gas control as we approach a restart time . the
estimated burn until then will be around 65 , 000 mmbtu / day . thanks .
> - - - - - original message - - - - -
> from : ricky archer
> sent : wednesday , april 11 , 2001 9 : 22 am
> to : ' juliann . kemp @ enron . com '
> cc : ' dfarmer @ enron . com ' ; ' tacton @ enron . com ' ; ' mmccoy @ enron . com '
> subject : calpine daily gas nomination
>
> >
>
> ricky a . archer
> fuel supply
> 700 louisiana , suite 2700
> houston , texas 77002
> 713 - 830 - 8659 direct
> 713 - 830 - 8722 fax
>
- calpine daily gas nomination 1 . doc",0
s . tamarchenko,"teresa ,
it ' s ok to hire s . tamarchenko as a summer temporary employee .
we need all the help we can get this summer .
i assume it will be 40 hrs a week , as long as ut conforms with all the
external
and internal regulations .
vince",0
netco planning,"tammy , richard - i would richard to take ownership of the training that would be required for the new scheduling people that will be on each desk . you can coordinate who needs training with the managers . this needs to happen asap . also if you can line up some basic sitara training for those that need it that would be helpful . not sure who can do the sitara piece but you can run the traps on that . i will include this effort in the plan that will be forwarded to louise today .
let me know if you get some dates together , tks - bob",0
ees organizational announcement,"enron energy services has created explosive growth in the retail energy
business . to advance ees  , leadership position and to rapidly expand the
reach of its energy management services , the company is forming four new
business groups and promoting several key individuals .
ees continues to see an ever - increasing demand for energy management services
in north america , with interest coming from a growing number of customer
classes . ees north america , headed by marty sunde , president and ceo , has
been established to bring outsourcing , commodity and mid - market solutions to
industrial and commercial customers in north america . harold buchanan and
jeremy blachman have been named co - chief operating officers of the group .
ees europe is responsible for energy outsourcing across europe , as well as
rapidly growing mid - market business ( enron direct , enron directo ) and heavy
industrial business ( etol ) . matthew scrimshaw , president and ceo will lead
this group .
as ees and enron  , s customer base grows , world class execution capabilities
and customer relationship management skills are required to maximize value .
global energy services , headed by dan leff , president and ceo , is being
established to manage execution , delivery , operations & maintenance , account
/ customer management and contract value enhancement of enron  , s asset and
energy outsourcing activities worldwide . this group will include enron
facility services ( efs ) , led by joe earle , president & ceo and operational
energy corporation ( oec ) , led by mark dobler , vice president .
ees continues to see additional opportunities for business that will benefit
from the growth of its energy outsourcing business . to manage and develop
these new business opportunities , ees new business ventures has been
created . mark muller , president and ceo will lead this group .
all four new business leaders will report directly to ees  , office of the
chairman , lou pai , who will continue as chairman , and tom white , who will
continue as vice chairman . in addition , kevin hughes , vice president and
chief accounting officer , vicki sharp , managing director and general counsel ,
and beth tilney , managing director of marketing , hr and customer satisfaction
will continue to report to the office of the chairman .
please join us in congratulating these individuals .",0
houston trip,"hi jaideep !
my first suggestion is that you come to houston as scheduled ( and arranged
with wharton nearly 3 weeks ago ) . alternatively , rely on your tiger
teammates to gather information necessary to respond to the project . should
circumstances lead you to decide not to come for this trip , please return the
ticket issued to you . should it make sense for you to visit enron some time
in the future , we can discuss arrangements at that time .
hope to see you soon !
- - christie .
- - - - - - - - - - - - - - - - - - - - - - forwarded by christie patrick / hou / ect on 01 / 18 / 2001
01 : 22 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" jaideep singh "" on 01 / 17 / 2001 08 : 58 : 51 pm
to :
cc :
subject : houston trip
hello christie ,
thank you for organizing the wharton trip to enron . unfortunately , the
flight setup for tomorrow is way too early for me as i ' ll have to miss over
4 hours of classes , which i cannot afford to do . i tried changing the time
with continental and there latest flight leaves at 6 pm - which does not work
for me ( smack in the middle of my 3 hour class )
thus the dilemma that i find myself in is the following :
a . try a different flight as i can make any flight after 7 : 30 pm ( however , i
have no control over reservations / budget etc )
b . as it is possible to delay travel upto 1 year , use this ticket to come
some other time
sorry for this but i just saw the bookings today .
any suggestions ?
thanks ,
jaideep",0
eol graph,"good morning !
due to a minor over - haul , your eol graphs will not be distributed for tuesday , june 20 th . sorry for any inconvenience .
kysa m . alport
enron north america
503 - 464 - 7486",0
neon,- awesome agenda . doc,0
re : i ' m cleaning up the balance sheet still and two new things next,"to your name
that antelope number was last month ( before closing the books on pastoria ) . tri - valley is a development expense that is being expensed this quarter against pastoria . sorry for the confusion . i am waiting on accounting to provide a qi listing of my balance sheet details and related capital charges . once i have that , you should not have to deal with surprises / discrepencies .
louise kitchen
04 / 17 / 2001 08 : 46 am
to : christopher f calger / pdx / ect @ ect
cc : wes colwell / enron @ enronxgate , georgeanne hodges / enron @ enronxgate
subject : re : i ' m cleaning up the balance sheet still and two new things next to your name
antelope showed up yesterday for the first time on the balance sheet with a charge ( on which you will get a capital charge of 15 % ) of just over $ 10 m . you may want to talk to wes .
also - what is tri valley - its another one under you at $ 1 . 2 m
louise
christopher f calger
04 / 16 / 2001 05 : 08 pm
to : louise kitchen / hou / ect @ ect
cc :
subject : re : i ' m cleaning up the balance sheet still and two new things next to your name
antelope is a project that we acquired last year from aes . the project has land , some early permits , and a transmission queue position that we used at pastoria . total consideration paid to aes was approximately $ 15 mm , most of which was charged to pastoria . the resulting cost basis should be about $ 1 . 8 mm plus the erc ' s not used at pastoria ( approx . $ 6 mm ) . over the next 4 months we will determine whether we want to pursue the project or , if not , write off the $ 1 . 8 mm and sell / transfer the erc ' s for a gain of $ 1 . 8 mm + .
coyote springs was a project that we developed and sold in 2000 . it was a 280 mw 7 fa that we co - developed with portland general and sold pre - construction to avista for a $ 18 mm promote . there should not be any balance sheet exposure associated with it - we are done .
louise kitchen
04 / 16 / 2001 02 : 24 pm
to : christopher f calger / pdx / ect @ ect
cc :
subject : i ' m cleaning up the balance sheet still and two new things next to your name
what are antelope and coyote springs ?
thanks
louise
",0
out of the office,"i will be out of the office this afternoon , beginning at 1 p . m . should
anyone receive a call or question regarding the pgev hub , please call mark
mccoy at extension 33396 . thank you .
mary",0
ats warrants,"louise ,
i do not think it is possible to begin selling the ats warrants at this time .
per the ats warrant certificate , the ats common shares issuable on exercise of the warrants may not be sold , transferred or otherwise traded until march 20 , 2002 . the warrants are also non - transferable except to an affiliate .
in addition , the ats warrants are valued daily using a black - scholes model . the spreadsheet with the result of the evaluation is attached . the current value of the warrants is $ 762 , 600 usd using the evaluation model . however , the current ats stock price on the canadian venture exchange is $ 0 . 97 c with an warrant exercise price of $ 0 . 85 c for the first 2 , 000 , 000 share tranche . the second 1 , 000 , 000 share tranche has an exercise price of $ 1 . 10 c . thus , the current value is considerably less than the black - scholes evaluation model is calculating .
if you have any questions please give me a call at extension 33541 .
kevin miller",0
floor space planning - staff meeting item for monday,"sally plans to discuss floor space with greg whalley as early as monday of
next week . i want to be sure that we do not shortchange ourselves on the
number of spaces we need by floor . the origination group is very interested
in occupying space on level 30 and the only way that can happen is if we
relocate essential people closer to the power and gas commercial teams on 31
and 32 .
sally plans to confirm the number of spaces we need on each floor for energy
operations in her staff meeting on monday . please be prepared to discuss
your numbers at that time . i will bring a spreadsheet summarizing the
information to the staff meeting .
if you have any questions , please do not hesitate to call me . thank you in
advance for your help .
lisa cousino
x 3 - 6343",0
` ` dynegy is taking out a competitor , acquiring some attractive,
meeting thoughts,"i ' m sitting here a bit disappointed and pissed .
do you and pat honestly believe it is "" one man ' s word against another "" on
setting up the link builder by the 12 th of the month ?
if so , why have i been saying something is wrong with some of the links for
the last several days ? and why did i work so late the first couple of days of
each month setting up the links when i had so much time ?
i ' m not going to play this game with mr . lloyd . when he took the time to show
up he was coached well in what was needed to be done , how to do it , and when
to do it .
this situation was entirely predictable . it is always "" i ' m about to do it ""
and it is always an "" i thought you said . . . . . . . . . . . . . "" situation .
you know better . i won ' t be hung out again .
- attl . htm",0
