Node: gpu001.aire.lee.alces.network
CUDA devices:
Thu Feb 12 11:54:06 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 560.35.03              Driver Version: 560.35.03      CUDA Version: 12.6     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA L40S                    On  |   00000000:C4:00.0 Off |                    0 |
| N/A   35C    P8             34W /  350W |       1MiB /  46068MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
[1202/2200] Done: Predicted=PHISHING
[1203/2200] Done: Predicted=PHISHING
[1204/2200] Done: Predicted=PHISHING
[1205/2200] Done: Predicted=PHISHING
[1206/2200] Done: Predicted=PHISHING
[1207/2200] Done: Predicted=PHISHING
[1208/2200] Done: Predicted=LEGITIMATE
[1209/2200] Done: Predicted=PHISHING
[1210/2200] Done: Predicted=PHISHING
[1211/2200] Done: Predicted=PHISHING
[1212/2200] Done: Predicted=PHISHING
[1213/2200] Done: Predicted=PHISHING
[1214/2200] Done: Predicted=PHISHING
[1215/2200] Done: Predicted=PHISHING
[1216/2200] Done: Predicted=LEGITIMATE
[1217/2200] Done: Predicted=LEGITIMATE
[1218/2200] Done: Predicted=LEGITIMATE
[1219/2200] Done: Predicted=PHISHING
[1220/2200] Done: Predicted=LEGITIMATE
[1221/2200] Done: Predicted=LEGITIMATE
[1222/2200] Done: Predicted=PHISHING
[1223/2200] Done: Predicted=LEGITIMATE
[1224/2200] Done: Predicted=PHISHING
[1225/2200] Done: Predicted=PHISHING
[1226/2200] Done: Predicted=PHISHING
[1227/2200] Done: Predicted=PHISHING
[1228/2200] Done: Predicted=PHISHING
[1229/2200] Done: Predicted=LEGITIMATE
[1230/2200] Done: Predicted=LEGITIMATE
[1231/2200] Done: Predicted=PHISHING
[1232/2200] Done: Predicted=LEGITIMATE
[1233/2200] Done: Predicted=PHISHING
[1234/2200] Done: Predicted=PHISHING
[1235/2200] Done: Predicted=PHISHING
[1236/2200] Done: Predicted=PHISHING
[1237/2200] Done: Predicted=PHISHING
[1238/2200] Done: Predicted=PHISHING
[1239/2200] Done: Predicted=PHISHING
[1240/2200] Done: Predicted=PHISHING
[1241/2200] Done: Predicted=PHISHING
[1242/2200] Done: Predicted=PHISHING
[1243/2200] Done: Predicted=LEGITIMATE
[1244/2200] Done: Predicted=PHISHING
[1245/2200] Done: Predicted=LEGITIMATE
[1246/2200] Done: Predicted=PHISHING
[1247/2200] Done: Predicted=PHISHING
[1248/2200] Done: Predicted=PHISHING
[1249/2200] Done: Predicted=PHISHING
[1250/2200] Done: Predicted=LEGITIMATE
[1251/2200] Done: Predicted=None
[1252/2200] Done: Predicted=PHISHING
[1253/2200] Done: Predicted=LEGITIMATE
[1254/2200] Done: Predicted=PHISHING
[1255/2200] Done: Predicted=PHISHING
[1256/2200] Done: Predicted=PHISHING
[1257/2200] Done: Predicted=LEGITIMATE
[1258/2200] Done: Predicted=PHISHING
[1259/2200] Done: Predicted=LEGITIMATE
[1260/2200] Done: Predicted=LEGITIMATE
[1261/2200] Done: Predicted=PHISHING
[1262/2200] Done: Predicted=LEGITIMATE
[1263/2200] Done: Predicted=PHISHING
[1264/2200] Done: Predicted=PHISHING
[1265/2200] Done: Predicted=PHISHING
[1266/2200] Done: Predicted=LEGITIMATE
[1267/2200] Done: Predicted=PHISHING
[1268/2200] Done: Predicted=LEGITIMATE
[1269/2200] Done: Predicted=LEGITIMATE
[1270/2200] Done: Predicted=PHISHING
[1271/2200] Done: Predicted=None
[1272/2200] Done: Predicted=PHISHING
[1273/2200] Done: Predicted=LEGITIMATE
[1274/2200] Done: Predicted=LEGITIMATE
[1275/2200] Done: Predicted=PHISHING
[1276/2200] Done: Predicted=LEGITIMATE
[1277/2200] Done: Predicted=PHISHING
[1278/2200] Done: Predicted=LEGITIMATE
[1279/2200] Done: Predicted=PHISHING
[1280/2200] Done: Predicted=PHISHING
[1281/2200] Done: Predicted=PHISHING
[1282/2200] Done: Predicted=PHISHING
[1283/2200] Done: Predicted=LEGITIMATE
[1284/2200] Done: Predicted=PHISHING
[1285/2200] Done: Predicted=LEGITIMATE
[1286/2200] Done: Predicted=PHISHING
[1287/2200] Done: Predicted=PHISHING
[1288/2200] Done: Predicted=PHISHING
[1289/2200] Done: Predicted=PHISHING
[1290/2200] Done: Predicted=LEGITIMATE
[1291/2200] Done: Predicted=PHISHING
[1292/2200] Done: Predicted=PHISHING
[1293/2200] Done: Predicted=PHISHING
[1294/2200] Done: Predicted=PHISHING
[1295/2200] Done: Predicted=PHISHING
[1296/2200] Done: Predicted=PHISHING
[1297/2200] Done: Predicted=PHISHING
[1298/2200] Done: Predicted=LEGITIMATE
[1299/2200] Done: Predicted=LEGITIMATE
[1300/2200] Done: Predicted=PHISHING
[1301/2200] Done: Predicted=PHISHING
[1302/2200] Done: Predicted=PHISHING
[1303/2200] Done: Predicted=LEGITIMATE
[1304/2200] Done: Predicted=LEGITIMATE
[1305/2200] Done: Predicted=PHISHING
[1306/2200] Done: Predicted=LEGITIMATE
[1307/2200] Done: Predicted=LEGITIMATE
[1308/2200] Done: Predicted=PHISHING
[1309/2200] Done: Predicted=LEGITIMATE
[1310/2200] Done: Predicted=LEGITIMATE
[1311/2200] Done: Predicted=LEGITIMATE
[1312/2200] Done: Predicted=PHISHING
[1313/2200] Done: Predicted=PHISHING
[1314/2200] Done: Predicted=PHISHING
[1315/2200] Done: Predicted=PHISHING
[1316/2200] Done: Predicted=PHISHING
[1317/2200] Done: Predicted=LEGITIMATE
[1318/2200] Done: Predicted=PHISHING
[1319/2200] Done: Predicted=PHISHING
[1320/2200] Done: Predicted=LEGITIMATE
[1321/2200] Done: Predicted=LEGITIMATE
[1322/2200] Done: Predicted=LEGITIMATE
[1323/2200] Done: Predicted=PHISHING
[1324/2200] Done: Predicted=PHISHING
[1325/2200] Done: Predicted=LEGITIMATE
[1326/2200] Done: Predicted=LEGITIMATE
[1327/2200] Done: Predicted=PHISHING
[1328/2200] Done: Predicted=PHISHING
[1329/2200] Done: Predicted=LEGITIMATE
[1330/2200] Done: Predicted=LEGITIMATE
[1331/2200] Done: Predicted=PHISHING
[1332/2200] Done: Predicted=PHISHING
[1333/2200] Done: Predicted=PHISHING
[1334/2200] Done: Predicted=PHISHING
[1335/2200] Done: Predicted=LEGITIMATE
[1336/2200] Done: Predicted=PHISHING
[1337/2200] Done: Predicted=LEGITIMATE
[1338/2200] Done: Predicted=PHISHING
[1339/2200] Done: Predicted=PHISHING
[1340/2200] Done: Predicted=LEGITIMATE
[1341/2200] Done: Predicted=PHISHING
[1342/2200] Done: Predicted=LEGITIMATE
[1343/2200] Done: Predicted=PHISHING
[1344/2200] Done: Predicted=PHISHING
[1345/2200] Done: Predicted=PHISHING
[1346/2200] Done: Predicted=PHISHING
[1347/2200] Done: Predicted=PHISHING
[1348/2200] Done: Predicted=PHISHING
[1349/2200] Done: Predicted=LEGITIMATE
[1350/2200] Done: Predicted=LEGITIMATE
[1351/2200] Done: Predicted=PHISHING
[1352/2200] Done: Predicted=PHISHING
[1353/2200] Done: Predicted=LEGITIMATE
[1354/2200] Done: Predicted=LEGITIMATE
[1355/2200] Done: Predicted=LEGITIMATE
[1356/2200] Done: Predicted=PHISHING
[1357/2200] Done: Predicted=PHISHING
[1358/2200] Done: Predicted=PHISHING
[1359/2200] Done: Predicted=PHISHING
[1360/2200] Done: Predicted=LEGITIMATE
[1361/2200] Done: Predicted=PHISHING
[1362/2200] Done: Predicted=PHISHING
[1363/2200] Done: Predicted=PHISHING
[1364/2200] Done: Predicted=PHISHING
[1365/2200] Done: Predicted=PHISHING
[1366/2200] Done: Predicted=PHISHING
[1367/2200] Done: Predicted=PHISHING
[1368/2200] Done: Predicted=PHISHING
[1369/2200] Done: Predicted=PHISHING
[1370/2200] Done: Predicted=LEGITIMATE
[1371/2200] Done: Predicted=LEGITIMATE
[1372/2200] Done: Predicted=PHISHING
[1373/2200] Done: Predicted=PHISHING
[1374/2200] Done: Predicted=PHISHING
[1375/2200] Done: Predicted=PHISHING
[1376/2200] Done: Predicted=LEGITIMATE
[1377/2200] Done: Predicted=LEGITIMATE
[1378/2200] Done: Predicted=PHISHING
[1379/2200] Done: Predicted=PHISHING
[1380/2200] Done: Predicted=PHISHING
[1381/2200] Done: Predicted=PHISHING
[1382/2200] Done: Predicted=PHISHING
[1383/2200] Done: Predicted=LEGITIMATE
[1384/2200] Done: Predicted=PHISHING
[1385/2200] Done: Predicted=LEGITIMATE
[1386/2200] Done: Predicted=LEGITIMATE
[1387/2200] Done: Predicted=LEGITIMATE
[1388/2200] Done: Predicted=PHISHING
[1389/2200] Done: Predicted=PHISHING
[1390/2200] Done: Predicted=PHISHING
[1391/2200] Done: Predicted=LEGITIMATE
[1392/2200] Done: Predicted=PHISHING
[1393/2200] Done: Predicted=LEGITIMATE
[1394/2200] Done: Predicted=LEGITIMATE
[1395/2200] Done: Predicted=LEGITIMATE
[1396/2200] Done: Predicted=PHISHING
[1397/2200] Done: Predicted=PHISHING
[1398/2200] Done: Predicted=PHISHING
[1399/2200] Done: Predicted=PHISHING
[1400/2200] Done: Predicted=PHISHING
[1401/2200] Done: Predicted=PHISHING
[1402/2200] Done: Predicted=LEGITIMATE
[1403/2200] Done: Predicted=PHISHING
[1404/2200] Done: Predicted=PHISHING
[1405/2200] Done: Predicted=PHISHING
[1406/2200] Done: Predicted=LEGITIMATE
[1407/2200] Done: Predicted=PHISHING
[1408/2200] Done: Predicted=PHISHING
[1409/2200] Done: Predicted=PHISHING
[1410/2200] Done: Predicted=LEGITIMATE
[1411/2200] Done: Predicted=PHISHING
[1412/2200] Done: Predicted=LEGITIMATE
[1413/2200] Done: Predicted=LEGITIMATE
[1414/2200] Done: Predicted=LEGITIMATE
[1415/2200] Done: Predicted=LEGITIMATE
[1416/2200] Done: Predicted=PHISHING
[1417/2200] Done: Predicted=LEGITIMATE
[1418/2200] Done: Predicted=PHISHING
[1419/2200] Done: Predicted=LEGITIMATE
[1420/2200] Done: Predicted=LEGITIMATE
[1421/2200] Done: Predicted=LEGITIMATE
[1422/2200] Done: Predicted=PHISHING
[1423/2200] Done: Predicted=LEGITIMATE
[1424/2200] Done: Predicted=LEGITIMATE
[1425/2200] Done: Predicted=LEGITIMATE
[1426/2200] Done: Predicted=PHISHING
[1427/2200] Done: Predicted=PHISHING
[1428/2200] Done: Predicted=LEGITIMATE
[1429/2200] Done: Predicted=LEGITIMATE
[1430/2200] Done: Predicted=LEGITIMATE
[1431/2200] Done: Predicted=LEGITIMATE
[1432/2200] Done: Predicted=LEGITIMATE
[1433/2200] Done: Predicted=None
[1434/2200] Done: Predicted=PHISHING
[1435/2200] Done: Predicted=PHISHING
[1436/2200] Done: Predicted=PHISHING
[1437/2200] Done: Predicted=LEGITIMATE
[1438/2200] Done: Predicted=LEGITIMATE
[1439/2200] Done: Predicted=PHISHING
[1440/2200] Done: Predicted=PHISHING
[1441/2200] Done: Predicted=PHISHING
[1442/2200] Done: Predicted=PHISHING
[1443/2200] Done: Predicted=LEGITIMATE
[1444/2200] Done: Predicted=LEGITIMATE
[1445/2200] Done: Predicted=PHISHING
[1446/2200] Done: Predicted=PHISHING
[1447/2200] Done: Predicted=LEGITIMATE
[1448/2200] Done: Predicted=PHISHING
[1449/2200] Done: Predicted=PHISHING
[1450/2200] Done: Predicted=PHISHING
[1451/2200] Done: Predicted=PHISHING
[1452/2200] Done: Predicted=LEGITIMATE
[1453/2200] Done: Predicted=None
[1454/2200] Done: Predicted=PHISHING
[1455/2200] Done: Predicted=LEGITIMATE
[1456/2200] Done: Predicted=PHISHING
[1457/2200] Done: Predicted=PHISHING
[1458/2200] Done: Predicted=PHISHING
[1459/2200] Done: Predicted=PHISHING
[1460/2200] Done: Predicted=LEGITIMATE
[1461/2200] Done: Predicted=PHISHING
[1462/2200] Done: Predicted=LEGITIMATE
[1463/2200] Done: Predicted=PHISHING
[1464/2200] Done: Predicted=LEGITIMATE
[1465/2200] Done: Predicted=PHISHING
[1466/2200] Done: Predicted=LEGITIMATE
[1467/2200] Done: Predicted=PHISHING
[1468/2200] Done: Predicted=PHISHING
[1469/2200] Done: Predicted=PHISHING
[1470/2200] Done: Predicted=PHISHING
[1471/2200] Done: Predicted=PHISHING
[1472/2200] Done: Predicted=PHISHING
[1473/2200] Done: Predicted=LEGITIMATE
[1474/2200] Done: Predicted=LEGITIMATE
[1475/2200] Done: Predicted=PHISHING
[1476/2200] Done: Predicted=PHISHING
[1477/2200] Done: Predicted=PHISHING
[1478/2200] Done: Predicted=PHISHING
[1479/2200] Done: Predicted=PHISHING
[1480/2200] Done: Predicted=LEGITIMATE
[1481/2200] Done: Predicted=PHISHING
[1482/2200] Done: Predicted=PHISHING
[1483/2200] Done: Predicted=PHISHING
[1484/2200] Done: Predicted=LEGITIMATE
[1485/2200] Done: Predicted=LEGITIMATE
[1486/2200] Done: Predicted=PHISHING
[1487/2200] Done: Predicted=LEGITIMATE
[1488/2200] Done: Predicted=PHISHING
[1489/2200] Done: Predicted=LEGITIMATE
[1490/2200] Done: Predicted=LEGITIMATE
[1491/2200] Done: Predicted=PHISHING
[1492/2200] Done: Predicted=PHISHING
[1493/2200] Done: Predicted=PHISHING
[1494/2200] Done: Predicted=LEGITIMATE
[1495/2200] Done: Predicted=PHISHING
[1496/2200] Done: Predicted=PHISHING
[1497/2200] Done: Predicted=LEGITIMATE
[1498/2200] Done: Predicted=PHISHING
[1499/2200] Done: Predicted=LEGITIMATE
[1500/2200] Done: Predicted=PHISHING
[1501/2200] Done: Predicted=PHISHING
[1502/2200] Done: Predicted=PHISHING
[1503/2200] Done: Predicted=PHISHING
[1504/2200] Done: Predicted=LEGITIMATE
[1505/2200] Done: Predicted=LEGITIMATE
[1506/2200] Done: Predicted=PHISHING
[1507/2200] Done: Predicted=PHISHING
[1508/2200] Done: Predicted=LEGITIMATE
[1509/2200] Done: Predicted=PHISHING
[1510/2200] Done: Predicted=PHISHING
[1511/2200] Done: Predicted=PHISHING
[1512/2200] Done: Predicted=LEGITIMATE
[1513/2200] Done: Predicted=None
[1514/2200] Done: Predicted=LEGITIMATE
[1515/2200] Done: Predicted=LEGITIMATE
[1516/2200] Done: Predicted=PHISHING
[1517/2200] Done: Predicted=PHISHING
[1518/2200] Done: Predicted=PHISHING
[1519/2200] Done: Predicted=LEGITIMATE
[1520/2200] Done: Predicted=PHISHING
[1521/2200] Done: Predicted=LEGITIMATE
[1522/2200] Done: Predicted=PHISHING
[1523/2200] Done: Predicted=PHISHING
[1524/2200] Done: Predicted=PHISHING
[1525/2200] Done: Predicted=PHISHING
[1526/2200] Done: Predicted=LEGITIMATE
[1527/2200] Done: Predicted=PHISHING
[1528/2200] Done: Predicted=PHISHING
[1529/2200] Done: Predicted=LEGITIMATE
[1530/2200] Done: Predicted=LEGITIMATE
[1531/2200] Done: Predicted=LEGITIMATE
[1532/2200] Done: Predicted=PHISHING
[1533/2200] Done: Predicted=LEGITIMATE
[1534/2200] Done: Predicted=LEGITIMATE
[1535/2200] Done: Predicted=PHISHING
[1536/2200] Done: Predicted=PHISHING
[1537/2200] Done: Predicted=PHISHING
[1538/2200] Done: Predicted=PHISHING
[1539/2200] Done: Predicted=LEGITIMATE
[1540/2200] Done: Predicted=LEGITIMATE
[1541/2200] Done: Predicted=PHISHING
[1542/2200] Done: Predicted=LEGITIMATE
[1543/2200] Done: Predicted=LEGITIMATE
[1544/2200] Done: Predicted=PHISHING
[1545/2200] Done: Predicted=LEGITIMATE
[1546/2200] Done: Predicted=PHISHING
[1547/2200] Done: Predicted=PHISHING
[1548/2200] Done: Predicted=PHISHING
[1549/2200] Done: Predicted=PHISHING
[1550/2200] Done: Predicted=PHISHING
[1551/2200] Done: Predicted=LEGITIMATE
[1552/2200] Done: Predicted=LEGITIMATE
[1553/2200] Done: Predicted=PHISHING
[1554/2200] Done: Predicted=PHISHING
[1555/2200] Done: Predicted=PHISHING
[1556/2200] Done: Predicted=PHISHING
[1557/2200] Done: Predicted=LEGITIMATE
[1558/2200] Done: Predicted=LEGITIMATE
[1559/2200] Done: Predicted=PHISHING
[1560/2200] Done: Predicted=PHISHING
[1561/2200] Done: Predicted=LEGITIMATE
[1562/2200] Done: Predicted=PHISHING
[1563/2200] Done: Predicted=LEGITIMATE
[1564/2200] Done: Predicted=PHISHING
[1565/2200] Done: Predicted=LEGITIMATE
[1566/2200] Done: Predicted=PHISHING
[1567/2200] Done: Predicted=PHISHING
[1568/2200] Done: Predicted=LEGITIMATE
[1569/2200] Done: Predicted=LEGITIMATE
[1570/2200] Done: Predicted=PHISHING
[1571/2200] Done: Predicted=LEGITIMATE
[1572/2200] Done: Predicted=PHISHING
[1573/2200] Done: Predicted=PHISHING
[1574/2200] Done: Predicted=LEGITIMATE
[1575/2200] Done: Predicted=PHISHING
[1576/2200] Done: Predicted=PHISHING
[1577/2200] Done: Predicted=LEGITIMATE
[1578/2200] Done: Predicted=LEGITIMATE
[1579/2200] Done: Predicted=LEGITIMATE
[1580/2200] Done: Predicted=LEGITIMATE
[1581/2200] Done: Predicted=PHISHING
[1582/2200] Done: Predicted=PHISHING
[1583/2200] Done: Predicted=PHISHING
[1584/2200] Done: Predicted=LEGITIMATE
[1585/2200] Done: Predicted=PHISHING
[1586/2200] Done: Predicted=LEGITIMATE
[1587/2200] Done: Predicted=PHISHING
[1588/2200] Done: Predicted=PHISHING
[1589/2200] Done: Predicted=LEGITIMATE
[1590/2200] Done: Predicted=LEGITIMATE
[1591/2200] Done: Predicted=LEGITIMATE
[1592/2200] Done: Predicted=PHISHING
[1593/2200] Done: Predicted=LEGITIMATE
[1594/2200] Done: Predicted=LEGITIMATE
[1595/2200] Done: Predicted=PHISHING
[1596/2200] Done: Predicted=LEGITIMATE
[1597/2200] Done: Predicted=LEGITIMATE
[1598/2200] Done: Predicted=PHISHING
[1599/2200] Done: Predicted=LEGITIMATE
[1600/2200] Done: Predicted=PHISHING
[1601/2200] Done: Predicted=PHISHING
[1602/2200] Done: Predicted=PHISHING
[1603/2200] Done: Predicted=PHISHING
[1604/2200] Done: Predicted=LEGITIMATE
[1605/2200] Done: Predicted=PHISHING
[1606/2200] Done: Predicted=LEGITIMATE
[1607/2200] Done: Predicted=LEGITIMATE
[1608/2200] Done: Predicted=PHISHING
[1609/2200] Done: Predicted=LEGITIMATE
[1610/2200] Done: Predicted=LEGITIMATE
[1611/2200] Done: Predicted=LEGITIMATE
[1612/2200] Done: Predicted=LEGITIMATE
[1613/2200] Done: Predicted=LEGITIMATE
[1614/2200] Done: Predicted=LEGITIMATE
[1615/2200] Done: Predicted=PHISHING
[1616/2200] Done: Predicted=LEGITIMATE
[1617/2200] Done: Predicted=PHISHING
[1618/2200] Done: Predicted=LEGITIMATE
[1619/2200] Done: Predicted=LEGITIMATE
[1620/2200] Done: Predicted=LEGITIMATE
[1621/2200] Done: Predicted=LEGITIMATE
[1622/2200] Done: Predicted=LEGITIMATE
[1623/2200] Done: Predicted=PHISHING
[1624/2200] Done: Predicted=PHISHING
[1625/2200] Done: Predicted=LEGITIMATE
[1626/2200] Done: Predicted=LEGITIMATE
[1627/2200] Done: Predicted=PHISHING
[1628/2200] Done: Predicted=LEGITIMATE
[1629/2200] Done: Predicted=PHISHING
[1630/2200] Done: Predicted=LEGITIMATE
[1631/2200] Done: Predicted=LEGITIMATE
[1632/2200] Done: Predicted=LEGITIMATE
[1633/2200] Done: Predicted=PHISHING
[1634/2200] Done: Predicted=LEGITIMATE
[1635/2200] Done: Predicted=LEGITIMATE
[1636/2200] Done: Predicted=LEGITIMATE
[1637/2200] Done: Predicted=PHISHING
[1638/2200] Done: Predicted=PHISHING
[1639/2200] Done: Predicted=PHISHING
[1640/2200] Done: Predicted=PHISHING
[1641/2200] Done: Predicted=PHISHING
[1642/2200] Done: Predicted=LEGITIMATE
[1643/2200] Done: Predicted=LEGITIMATE
[1644/2200] Done: Predicted=LEGITIMATE
[1645/2200] Done: Predicted=PHISHING
[1646/2200] Done: Predicted=PHISHING
[1647/2200] Done: Predicted=PHISHING
[1648/2200] Done: Predicted=LEGITIMATE
[1649/2200] Done: Predicted=PHISHING
[1650/2200] Done: Predicted=PHISHING
[1651/2200] Done: Predicted=PHISHING
[1652/2200] Done: Predicted=LEGITIMATE
[1653/2200] Done: Predicted=LEGITIMATE
[1654/2200] Done: Predicted=PHISHING
[1655/2200] Done: Predicted=LEGITIMATE
[1656/2200] Done: Predicted=LEGITIMATE
[1657/2200] Done: Predicted=LEGITIMATE
[1658/2200] Done: Predicted=PHISHING
[1659/2200] Done: Predicted=PHISHING
[1660/2200] Done: Predicted=LEGITIMATE
[1661/2200] Done: Predicted=PHISHING
[1662/2200] Done: Predicted=LEGITIMATE
[1663/2200] Done: Predicted=PHISHING
[1664/2200] Done: Predicted=PHISHING
[1665/2200] Done: Predicted=PHISHING
[1666/2200] Done: Predicted=LEGITIMATE
[1667/2200] Done: Predicted=PHISHING
[1668/2200] Done: Predicted=PHISHING
[1669/2200] Done: Predicted=LEGITIMATE
[1670/2200] Done: Predicted=PHISHING
[1671/2200] Done: Predicted=PHISHING
[1672/2200] Done: Predicted=LEGITIMATE
[1673/2200] Done: Predicted=LEGITIMATE
[1674/2200] Done: Predicted=PHISHING
[1675/2200] Done: Predicted=PHISHING
[1676/2200] Done: Predicted=LEGITIMATE
[1677/2200] Done: Predicted=PHISHING
[1678/2200] Done: Predicted=PHISHING
[1679/2200] Done: Predicted=LEGITIMATE
[1680/2200] Done: Predicted=LEGITIMATE
[1681/2200] Done: Predicted=PHISHING
[1682/2200] Done: Predicted=PHISHING
[1683/2200] Done: Predicted=PHISHING
[1684/2200] Done: Predicted=PHISHING
[1685/2200] Done: Predicted=LEGITIMATE
[1686/2200] Done: Predicted=PHISHING
[1687/2200] Done: Predicted=LEGITIMATE
[1688/2200] Done: Predicted=PHISHING
[1689/2200] Done: Predicted=PHISHING
[1690/2200] Done: Predicted=LEGITIMATE
[1691/2200] Done: Predicted=PHISHING
[1692/2200] Done: Predicted=LEGITIMATE
[1693/2200] Done: Predicted=LEGITIMATE
[1694/2200] Done: Predicted=LEGITIMATE
[1695/2200] Done: Predicted=LEGITIMATE
[1696/2200] Done: Predicted=PHISHING
[1697/2200] Done: Predicted=PHISHING
[1698/2200] Done: Predicted=PHISHING
[1699/2200] Done: Predicted=PHISHING
[1700/2200] Done: Predicted=PHISHING
[1701/2200] Done: Predicted=PHISHING
[1702/2200] Done: Predicted=PHISHING
[1703/2200] Done: Predicted=PHISHING
[1704/2200] Done: Predicted=LEGITIMATE
[1705/2200] Done: Predicted=PHISHING
[1706/2200] Done: Predicted=PHISHING
[1707/2200] Done: Predicted=LEGITIMATE
[1708/2200] Done: Predicted=LEGITIMATE
[1709/2200] Done: Predicted=PHISHING
[1710/2200] Done: Predicted=PHISHING
[1711/2200] Done: Predicted=LEGITIMATE
[1712/2200] Done: Predicted=PHISHING
[1713/2200] Done: Predicted=PHISHING
[1714/2200] Done: Predicted=LEGITIMATE
[1715/2200] Done: Predicted=LEGITIMATE
[1716/2200] Done: Predicted=LEGITIMATE
[1717/2200] Done: Predicted=PHISHING
[1718/2200] Done: Predicted=PHISHING
[1719/2200] Done: Predicted=PHISHING
[1720/2200] Done: Predicted=PHISHING
[1721/2200] Done: Predicted=LEGITIMATE
[1722/2200] Done: Predicted=PHISHING
[1723/2200] Done: Predicted=PHISHING
[1724/2200] Done: Predicted=PHISHING
[1725/2200] Done: Predicted=LEGITIMATE
[1726/2200] Done: Predicted=LEGITIMATE
[1727/2200] Done: Predicted=LEGITIMATE
[1728/2200] Done: Predicted=PHISHING
[1729/2200] Done: Predicted=LEGITIMATE
[1730/2200] Done: Predicted=PHISHING
[1731/2200] Done: Predicted=PHISHING
[1732/2200] Done: Predicted=PHISHING
[1733/2200] Done: Predicted=PHISHING
[1734/2200] Done: Predicted=PHISHING
[1735/2200] Done: Predicted=PHISHING
[1736/2200] Done: Predicted=LEGITIMATE
[1737/2200] Done: Predicted=LEGITIMATE
[1738/2200] Done: Predicted=PHISHING
[1739/2200] Done: Predicted=PHISHING
[1740/2200] Done: Predicted=None
[1741/2200] Done: Predicted=PHISHING
[1742/2200] Done: Predicted=PHISHING
[1743/2200] Done: Predicted=LEGITIMATE
[1744/2200] Done: Predicted=PHISHING
[1745/2200] Done: Predicted=LEGITIMATE
[1746/2200] Done: Predicted=LEGITIMATE
[1747/2200] Done: Predicted=PHISHING
[1748/2200] Done: Predicted=LEGITIMATE
[1749/2200] Done: Predicted=PHISHING
[1750/2200] Done: Predicted=PHISHING
[1751/2200] Done: Predicted=PHISHING
[1752/2200] Done: Predicted=PHISHING
[1753/2200] Done: Predicted=LEGITIMATE
[1754/2200] Done: Predicted=LEGITIMATE
[1755/2200] Done: Predicted=PHISHING
[1756/2200] Done: Predicted=LEGITIMATE
[1757/2200] Done: Predicted=PHISHING
[1758/2200] Done: Predicted=PHISHING
[1759/2200] Done: Predicted=PHISHING
[1760/2200] Done: Predicted=PHISHING
[1761/2200] Done: Predicted=LEGITIMATE
[1762/2200] Done: Predicted=LEGITIMATE
[1763/2200] Done: Predicted=PHISHING
[1764/2200] Done: Predicted=LEGITIMATE
[1765/2200] Done: Predicted=PHISHING
[1766/2200] Done: Predicted=LEGITIMATE
[1767/2200] Done: Predicted=PHISHING
[1768/2200] Done: Predicted=LEGITIMATE
[1769/2200] Done: Predicted=PHISHING
[1770/2200] Done: Predicted=LEGITIMATE
[1771/2200] Done: Predicted=PHISHING
[1772/2200] Done: Predicted=PHISHING
[1773/2200] Done: Predicted=PHISHING
[1774/2200] Done: Predicted=PHISHING
[1775/2200] Done: Predicted=PHISHING
[1776/2200] Done: Predicted=PHISHING
[1777/2200] Done: Predicted=PHISHING
[1778/2200] Done: Predicted=PHISHING
[1779/2200] Done: Predicted=PHISHING
[1780/2200] Done: Predicted=PHISHING
[1781/2200] Done: Predicted=LEGITIMATE
[1782/2200] Done: Predicted=LEGITIMATE
[1783/2200] Done: Predicted=LEGITIMATE
[1784/2200] Done: Predicted=None
[1785/2200] Done: Predicted=PHISHING
[1786/2200] Done: Predicted=PHISHING
[1787/2200] Done: Predicted=LEGITIMATE
[1788/2200] Done: Predicted=None
[1789/2200] Done: Predicted=PHISHING
[1790/2200] Done: Predicted=LEGITIMATE
[1791/2200] Done: Predicted=PHISHING
[1792/2200] Done: Predicted=PHISHING
[1793/2200] Done: Predicted=PHISHING
[1794/2200] Done: Predicted=PHISHING
[1795/2200] Done: Predicted=LEGITIMATE
[1796/2200] Done: Predicted=PHISHING
[1797/2200] Done: Predicted=PHISHING
[1798/2200] Done: Predicted=PHISHING
[1799/2200] Done: Predicted=LEGITIMATE
[1800/2200] Done: Predicted=PHISHING
[1801/2200] Done: Predicted=LEGITIMATE
[1802/2200] Done: Predicted=PHISHING
[1803/2200] Done: Predicted=PHISHING
[1804/2200] Done: Predicted=PHISHING
[1805/2200] Done: Predicted=PHISHING
[1806/2200] Done: Predicted=PHISHING
[1807/2200] Done: Predicted=LEGITIMATE
[1808/2200] Done: Predicted=LEGITIMATE
[1809/2200] Done: Predicted=PHISHING
[1810/2200] Done: Predicted=PHISHING
[1811/2200] Done: Predicted=PHISHING
[1812/2200] Done: Predicted=PHISHING
[1813/2200] Done: Predicted=PHISHING
[1814/2200] Done: Predicted=PHISHING
[1815/2200] Done: Predicted=LEGITIMATE
